contributor,total,to_dems,to_repubs,to_liberal_groups,to_conservative_groups,to_nonpartisan_groups,lean,industry
Congressional Leadership Fund,2555506,0,305506,0,2250000,0,Leans Conservative,"Ideological,Single-Issue"
Votevets.org,205128,205128,0,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
Council on Foreign Relations,62348,61591,757,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
Pak-American Coalition,28800,28800,0,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
John Bolton PAC,20000,0,20000,0,0,0,Leans Republican,"Defense,Foreign Policy Advocates"
150PAC.org,16000,9000,7000,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
Nuclear Threat Initiative,13586,13586,0,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
US-Cuba Democracy PAC,12500,10000,2500,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
Council for a Livable World,9285,9285,0,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
American Ethiopian Public Affairs Cmte,8800,8800,0,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
Peace Action,6175,6175,0,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
Californians for Freedom,5036,3534,1502,0,0,0,Leans Democrat,"Defense,Foreign Policy Advocates"
Koch Industries,27275825,710,1025110,0,26250000,0,Leans Conservative,Energy & Natural Resources
Crownquest Operating,5549510,175,549335,0,5000000,0,Leans Conservative,Energy & Natural Resources
Chevron Corp,3828625,116194,523921,101216,3085000,0,Leans Conservative,Energy & Natural Resources
Devon Energy,2687565,23695,648477,0,2015000,0,Leans Conservative,Energy & Natural Resources
ConocoPhillips,2546586,44515,197819,300000,2000000,0,Leans Conservative,Energy & Natural Resources
American Petroleum Institute,2166897,28971,137926,0,2000000,0,Leans Conservative,Energy & Natural Resources
Occidental Petroleum,2165222,12575,152447,0,2000000,0,Leans Conservative,Energy & Natural Resources
Valero Services,2013650,0,13400,250,2010000,0,Leans Conservative,Energy & Natural Resources
Energy Transfer Partners,1713880,233,1713647,0,0,0,Leans Republican,Energy & Natural Resources
Cumberland Development,1477096,0,477096,0,1000000,0,Leans Conservative,Energy & Natural Resources
Energy Transfer LP,1234809,327,133834,0,1100000,0,Leans Conservative,Energy & Natural Resources
Midland Energy,1152304,500,1026804,0,125000,0,Leans Republican,Energy & Natural Resources
Geosouthern Energy,1126233,175,126058,0,1000000,0,Leans Conservative,Energy & Natural Resources
Samson Energy,1087768,67768,0,1020000,0,0,Leans Liberal,Energy & Natural Resources
National Rural Electric Cooperative Assn,1050940,406900,640040,0,0,0,Leans Republican,Energy & Natural Resources
Continental Resources,1001094,6030,95064,0,900000,0,Leans Conservative,Energy & Natural Resources
Alliance Coal,963846,32,963814,0,0,0,Leans Republican,Energy & Natural Resources
Nextera Energy,946267,443417,463677,50076,0,510,Leans Republican,Energy & Natural Resources
Poet LLC,803000,110900,692100,0,0,0,Leans Republican,Energy & Natural Resources
PG&E Corp,677943,188072,156863,326366,454,0,Leans Liberal,Energy & Natural Resources
US Government,1213955,850291,295579,35199,7795,510,Leans Democrat,Public Employees
State of California,1068034,899626,129888,23032,233,0,Leans Democrat,Public Employees
US Postal Service,812790,453114,318970,7764,1949,505,Leans Democrat,Public Employees
US Senate,480432,164860,239469,0,75000,0,Leans Republican,Public Employees
US House of Representatives,411184,310813,100033,0,0,0,Leans Democrat,Public Employees
US Dept of State,385144,318766,56585,6330,0,0,Leans Democrat,Public Employees
State of Illinois,384522,353546,26663,482,0,0,Leans Democrat,Public Employees
US Dept of Health & Human Services,357277,302194,39684,11261,0,0,Leans Democrat,Public Employees
US Dept of Veterans Affairs,321086,217763,90885,5132,108,300,Leans Democrat,Public Employees
Los Angeles County CA,308505,260269,33465,9714,500,0,Leans Democrat,Public Employees
US Dept of Energy,299822,189012,43068,3800,0,62100,Leans Democrat,Public Employees
City of New York NY,291131,198214,47366,36357,412,0,Leans Democrat,Public Employees
US Dept of Justice,275653,220306,49584,3000,180,215,Leans Democrat,Public Employees
US Dept of Housing & Urban Development,268437,112654,5189,150000,0,0,Leans Liberal,Public Employees
US Environmental Protection Agency,265972,256594,3392,4069,0,0,Leans Democrat,Public Employees
State of New York,254577,222059,22480,4083,0,0,Leans Democrat,Public Employees
Social Security Administration,227898,108813,112441,1954,0,0,Leans Republican,Public Employees
State of Michigan,220648,206166,9529,2952,0,0,Leans Democrat,Public Employees
US Dept of Agriculture,219134,186754,24861,3763,300,0,Leans Democrat,Public Employees
NASA,217291,156798,55434,2988,50,0,Leans Democrat,Public Employees
Fox Corp,2339999,207270,132260,17400,2000000,0,Leans Conservative,"Radio,TV Stations"
Liberty Media Corp,1143760,15600,1116560,0,0,0,Leans Republican,"Radio,TV Stations"
National Assn of Broadcasters,855748,410195,433543,0,0,0,Leans Republican,"Radio,TV Stations"
Hubbard Broadcasting,368273,4653,313284,0,50000,0,Leans Republican,"Radio,TV Stations"
iHeartMedia Inc,328112,179121,134926,2185,5000,0,Leans Democrat,"Radio,TV Stations"
Townsquare Media,103243,710,39907,0,0,60000,On the fence,"Radio,TV Stations"
National Amusements Inc,96926,89875,3964,382,1000,0,Leans Democrat,"Radio,TV Stations"
Entravision Communications,62092,51185,10907,0,0,0,Leans Democrat,"Radio,TV Stations"
CBS Corp,53908,48837,3373,1272,0,0,Leans Democrat,"Radio,TV Stations"
Sunbeam Television,53149,53100,49,0,0,0,Leans Democrat,"Radio,TV Stations"
Price Communications,52100,52100,0,0,0,0,Leans Democrat,"Radio,TV Stations"
Tennis Channel,51125,50735,0,120,0,0,Leans Democrat,"Radio,TV Stations"
Salem Media Group,51055,293,50762,0,0,0,Leans Republican,"Radio,TV Stations"
Sinclair Inc,49194,25358,23836,0,0,0,Leans Democrat,"Radio,TV Stations"
Barnstable Broadcasting,46900,46900,0,0,0,0,Leans Democrat,"Radio,TV Stations"
Nbc,35042,30314,3727,325,0,0,Leans Democrat,"Radio,TV Stations"
Sirius XM Radio,26067,24906,814,0,209,0,Leans Democrat,"Radio,TV Stations"
Nexstar Media Group,25583,13096,12448,0,0,0,Leans Democrat,"Radio,TV Stations"
Capitol Broadcasting,21830,21830,0,0,0,0,Leans Democrat,"Radio,TV Stations"
Intermountain West Communications,21600,21600,0,0,0,0,Leans Democrat,"Radio,TV Stations"
Mountaire Corp,6544070,11,1394059,0,5150000,0,Leans Conservative,Agribusiness
Altria Group,2167904,240588,522558,1000,1400000,0,Leans Conservative,Agribusiness
British American Tobacco,2091201,29141,62050,0,2000000,0,Leans Conservative,Agribusiness
American Crystal Sugar,1654493,972310,677183,0,0,0,Leans Democrat,Agribusiness
Grimmway Enterprises,649400,0,649400,0,0,0,Leans Republican,Agribusiness
Wakefern Food,594898,18355,76139,0,500000,0,Leans Conservative,Agribusiness
Wonderful Co,578944,521949,38695,38300,0,0,Leans Democrat,Agribusiness
Tyson Foods,575161,102360,120308,1250,350000,0,Leans Conservative,Agribusiness
National Cattlemen's Beef Assn,564425,21800,542625,0,0,0,Leans Republican,Agribusiness
US Sugar,538777,6065,32712,0,500000,0,Leans Conservative,Agribusiness
Farm Credit Council,468000,152600,312900,0,0,0,Leans Republican,Agribusiness
National Cotton Council,393141,86750,306391,0,0,0,Leans Republican,Agribusiness
Amalgamated Sugar,381133,172633,206000,0,0,0,Leans Republican,Agribusiness
Reyes Holdings,379539,74446,295085,59000,10000,0,Leans Republican,Agribusiness
American Sugar Cane League,375104,184000,189104,0,0,0,Leans Republican,Agribusiness
Deere & Co,348176,84377,263543,0,0,0,Leans Republican,Agribusiness
Publix Super Markets,343832,87340,254987,90,434,0,Leans Republican,Agribusiness
RD Offut Co,343194,66500,19194,7500,250000,0,Leans Conservative,Agribusiness
Sierra Pacific Industries,322739,72954,245935,32400,10000,0,Leans Republican,Agribusiness
International Paper,319823,126803,188708,0,0,0,Leans Republican,Agribusiness
Citadel LLC,30591837,9864,986723,0,29505000,90000,Leans Conservative,Hedge Funds
Elliott Management,15493214,158336,1534178,0,12750000,1000000,Leans Conservative,Hedge Funds
Lone Pine Capital,9250400,2052200,0,7185000,0,0,Leans Liberal,Hedge Funds
Euclidean Capital,4922000,422000,0,4500000,0,0,Leans Liberal,Hedge Funds
Renaissance Technologies,3746627,733967,12660,3000000,0,0,Leans Liberal,Hedge Funds
Duquesne Family Office,2856740,63440,43200,0,2750000,0,Leans Conservative,Hedge Funds
Highfields Capital Management,2653900,128900,0,25000,0,2500000,On the fence,Hedge Funds
Baupost Group,2065950,996800,36750,5000,0,1015000,On the fence,Hedge Funds
AQR Capital Management,1613581,13324,250200,0,1350000,0,Leans Conservative,Hedge Funds
Soros Fund Management,1241109,873590,0,367519,0,0,Leans Democrat,Hedge Funds
GCM Grosvenor,1213055,436115,16600,750000,0,10000,Leans Liberal,Hedge Funds
Meritage Group,1030442,1023842,0,59800,0,0,Leans Democrat,Hedge Funds
ART Advisors LLC,886570,886500,70,109500,0,0,Leans Democrat,Hedge Funds
Pershing Square Capital Management,829300,42900,26500,0,750000,0,Leans Conservative,Hedge Funds
TGS Management,723702,721702,2000,0,0,0,Leans Democrat,Hedge Funds
Eton Park Capital Management,716605,216605,0,500000,0,0,Leans Liberal,Hedge Funds
Prescott Investors,710600,0,130600,0,580000,0,Leans Conservative,Hedge Funds
Impala Asset Management,691603,0,110200,0,357803,215000,Leans Conservative,Hedge Funds
Key Square Group,663900,0,163900,0,500000,0,Leans Conservative,Hedge Funds
Moore Capital Management,612700,45700,66000,0,500000,0,Leans Conservative,Hedge Funds
Air Line Pilots Assn,1251530,730101,521104,250,0,0,Leans Democrat,Air Transport Unions
National Air Traffic Controllers Assn,1142000,731500,407000,0,0,0,Leans Democrat,Air Transport Unions
Allied Pilots Assn,876160,478160,396000,0,0,0,Leans Democrat,Air Transport Unions
Netjets Assn of Shared Aircraft Pilots,249000,81500,165500,0,0,0,Leans Republican,Air Transport Unions
Southwest Airlines Pilots Assn,242700,90500,152200,0,0,0,Leans Republican,Air Transport Unions
Professional Aviation Safety Specialists,217500,167500,48500,0,0,0,Leans Democrat,Air Transport Unions
Association of Professional Flight Attendants,45500,41500,4000,0,0,0,Leans Democrat,Air Transport Unions
Aircraft Mechanics Fraternal Assn,6500,1000,5500,0,0,0,Leans Republican,Air Transport Unions
Uline Inc,37432438,2472,2128165,0,35298418,0,Leans Conservative,Misc Business
Gavin De Becker & Assoc,10056600,0,0,0,0,10050000,On the fence,Misc Business
Walton Enterprises,5007960,6905,1055,0,5000000,0,Leans Conservative,Misc Business
New Balance Athletics,4154554,4815,299200,500,3850000,0,Leans Conservative,Misc Business
Haworth Inc,4135891,905,41556,0,4093400,0,Leans Conservative,Misc Business
Home Depot,2539114,748756,751867,25293,1000716,0,Leans Conservative,Misc Business
Tepper Sports & Entertainment,2287062,0,37062,0,2250000,0,Leans Conservative,Misc Business
Variety Wholesalers,2101729,187,101542,0,2000000,0,Leans Conservative,Misc Business
McArthurglen Group,2059071,1133061,0,946010,0,0,Leans Democrat,Misc Business
Walmart Inc,1314918,582105,708787,4671,7227,1620,Leans Republican,Misc Business
Honeywell International,1292224,679668,609860,355,79,0,Leans Democrat,Misc Business
Next Generation Films,1262200,0,263200,0,999000,0,Leans Conservative,Misc Business
TRT Holdings,1220100,0,220100,0,1000000,0,Leans Conservative,Misc Business
Bruker Corp,1219332,11800,9556,0,1197126,850,Leans Conservative,Misc Business
Federated Indians Of Graton Rancheria,1192595,992595,0,141466,0,0,Leans Democrat,Misc Business
Valmore Gp,1176800,0,676800,0,500000,0,Leans Republican,Misc Business
Aperture Group,1105582,98982,6600,0,0,1000000,On the fence,Misc Business
Poarch Band of Creek Indians,1060839,290400,270439,0,500000,0,Leans Conservative,Misc Business
Melaleuca Inc,1016325,401,1015651,0,0,0,Leans Republican,Misc Business
Tharaldson Hospitality Management,1010403,3,10400,0,1000000,0,Leans Conservative,Misc Business
Bigelow Aerospace,20000560,60,0,0,20000500,0,Leans Conservative,Transportation
Boeing Co,1882721,948357,899953,11445,1165,0,Leans Democrat,Transportation
United Parcel Service,1304516,577784,699797,3914,1233,192,Leans Republican,Transportation
FedEx Corp,1088868,397569,633597,5036,50,0,Leans Republican,Transportation
Delta Air Lines,1022139,355628,585429,27286,456,0,Leans Republican,Transportation
General Motors,978599,549664,416072,10483,240,515,Leans Democrat,Transportation
National Auto Dealers Assn,903560,296060,605000,0,0,0,Leans Republican,Transportation
American Airlines Group,884802,380358,463731,4096,73,25,Leans Republican,Transportation
Union Pacific Corp,844360,229980,613487,16200,0,0,Leans Republican,Transportation
Pulley Management Services,759900,0,9900,0,750000,0,Leans Conservative,Transportation
BNSF Railway,678886,290563,385913,749,0,0,Leans Republican,Transportation
SpaceX,657228,322613,330220,300,0,0,Leans Republican,Transportation
United Airlines Holdings,650828,394651,209873,38216,150,0,Leans Democrat,Transportation
Toyota Motor Corp,634880,255324,374887,600,0,0,Leans Republican,Transportation
Penske Corp,621512,7016,64129,0,550000,0,Leans Conservative,Transportation
Prime Inc,536564,1090,533631,0,0,0,Leans Republican,Transportation
Archer Auto Group,442944,0,420564,0,22530,0,Leans Republican,Transportation
Jim Click Automotive,423377,0,423377,0,0,0,Leans Republican,Transportation
Wb Transport,406275,339975,66300,0,0,0,Leans Democrat,Transportation
Ford Motor Co,404438,222772,176879,248,100,960,Leans Democrat,Transportation
Greater New York Hospital Assn,1146564,137964,8600,1000000,0,0,Leans Liberal,Hospitals & Nursing Homes
American Hospital Assn,977303,512613,459675,500,0,0,Leans Democrat,Hospitals & Nursing Homes
Massachusetts General Hospital,874507,850224,9657,45790,0,0,Leans Democrat,Hospitals & Nursing Homes
55 Green Meadows,500000,0,0,0,500000,0,Leans Conservative,Hospitals & Nursing Homes
Select Medical Corp,370649,133406,227114,0,10000,0,Leans Republican,Hospitals & Nursing Homes
HCA Inc,301025,149476,141358,1152,5000,360,Leans Democrat,Hospitals & Nursing Homes
American Seniors Housing Assn,293000,143500,147000,0,0,0,Leans Republican,Hospitals & Nursing Homes
Stanford Children's Health,278735,278565,25,0,0,0,Leans Democrat,Hospitals & Nursing Homes
Central Management Co,254500,5000,239500,0,10000,0,Leans Republican,Hospitals & Nursing Homes
Federation Of American Hospitals,254085,126585,100000,22500,0,0,Leans Democrat,Hospitals & Nursing Homes
Sun Labs USA,250000,0,0,0,250000,0,Leans Conservative,Hospitals & Nursing Homes
Saber Healthcare Group,246742,35,246700,0,0,0,Leans Republican,Hospitals & Nursing Homes
Cdr Health Care,238600,0,238600,0,0,0,Leans Republican,Hospitals & Nursing Homes
American Health Care Assn,238500,148500,80000,0,0,0,Leans Democrat,Hospitals & Nursing Homes
Retirement Unlimited,220500,3300,192200,0,25000,0,Leans Republican,Hospitals & Nursing Homes
Marquis Companies,185579,113679,71900,0,0,0,Leans Democrat,Hospitals & Nursing Homes
Community Health Systems,177240,73710,95485,0,0,0,Leans Republican,Hospitals & Nursing Homes
Creative Solutions in Healthcare,175207,31,125175,0,50000,0,Leans Republican,Hospitals & Nursing Homes
Ochsner Health System,135472,72750,42392,20300,0,0,Leans Democrat,Hospitals & Nursing Homes
Ciena Healthcare Management,132799,6199,26600,0,100000,0,Leans Conservative,Hospitals & Nursing Homes
Fox Corp,2339999,207270,132260,17400,2000000,0,Leans Conservative,"TV , Movies , Music"
Saban Capital Group,1565504,553300,12204,20000,0,1000000,On the fence,"TV , Movies , Music"
Liberty Media Corp,1143760,15600,1116560,0,0,0,Leans Republican,"TV , Movies , Music"
Ted Snowdon Productions,1010371,530366,0,480000,0,0,Leans Democrat,"TV , Movies , Music"
Bad Robot Productions,885269,479269,0,406000,0,0,Leans Democrat,"TV , Movies , Music"
National Assn of Broadcasters,855748,410195,433543,0,0,0,Leans Republican,"TV , Movies , Music"
Walt Disney Co,640056,514925,102520,24881,0,0,Leans Democrat,"TV , Movies , Music"
DISH Network,495912,261530,211963,0,0,0,Leans Democrat,"TV , Movies , Music"
DreamWorks SKG,465497,465000,203,0,0,0,Leans Democrat,"TV , Movies , Music"
Creative Artists Agency,447286,438492,6602,775,0,0,Leans Democrat,"TV , Movies , Music"
Amblin Partners,373668,123668,0,250000,0,0,Leans Liberal,"TV , Movies , Music"
Hubbard Broadcasting,368273,4653,313284,0,50000,0,Leans Republican,"TV , Movies , Music"
Marta Kauffman Productions,349700,249700,0,100000,0,0,Leans Democrat,"TV , Movies , Music"
iHeartMedia Inc,328112,179121,134926,2185,5000,0,Leans Democrat,"TV , Movies , Music"
Larger Than Life Productions,320339,47639,0,269700,0,0,Leans Liberal,"TV , Movies , Music"
Sesame Workshop,312997,312997,0,0,0,0,Leans Democrat,"TV , Movies , Music"
